index	Ontology	GO id	GO term	value	pval	qval
337	BP	GO:0002250	adaptive immune response	102	0.09498114771850326	1.0
338	BP	GO:0003013	circulatory system process	102	0.09498114771850326	1.0
339	MF	GO:0019887	protein kinase regulator activity	102	0.09498114771850326	1.0
340	BP	GO:0048513	animal organ development	549	0.09512437470674244	1.0
341	BP	GO:0043412	macromolecule modification	1192	0.09659479589391227	1.0
342	BP	GO:0033043	regulation of organelle organization	555	0.09692967752567114	1.0
343	BP	GO:0061136	regulation of proteasomal protein catabolic process	105	0.09765081815133182	1.0
344	BP	GO:0045944	positive regulation of transcription by RNA polymerase II	559	0.0981393878911373	1.0
345	BP	GO:0043281	regulation of cysteine-type endopeptidase activity involved in apoptotic process	106	0.09853917570340016	1.0
346	BP	GO:0036293	response to decreased oxygen levels	106	0.09853917570340016	1.0
347	BP	GO:0007568	aging	107	0.09942676789804288	1.0
348	BP	GO:0032879	regulation of localization	1216	0.1013479262081129	1.0
349	BP	GO:0044267	cellular protein metabolic process	1216	0.1013479262081129	1.0
350	BP	GO:0032388	positive regulation of intracellular transport	110	0.1020849580154199	1.0
351	BP	GO:2001234	negative regulation of apoptotic signaling pathway	112	0.10385326834002152	1.0
352	BP	GO:0065003	protein-containing complex assembly	591	0.10798934217852328	1.0
353	BP	GO:2000116	regulation of cysteine-type endopeptidase activity	117	0.10826071956275599	1.0
354	BP	GO:0002253	activation of immune response	117	0.10826071956275599	1.0
355	BP	GO:0070482	response to oxygen levels	118	0.10913993009375106	1.0
356	MF	GO:0019207	kinase regulator activity	119	0.11001838202867828	1.0
357	BP	GO:0070372	regulation of ERK1 and ERK2 cascade	120	0.11089607593545574	1.0
358	BP	GO:1903050	regulation of proteolysis involved in cellular protein catabolic process	120	0.11089607593545574	1.0
359	BP	GO:0097190	apoptotic signaling pathway	121	0.1117730123658752	1.0
360	BP	GO:0002764	immune response-regulating signaling pathway	124	0.1143992824266562	1.0
361	CC	GO:0032991	protein-containing complex	2388	0.11493474875473071	1.0
362	BP	GO:0045861	negative regulation of proteolysis	128	0.11789040519021024	1.0
363	BP	GO:0033157	regulation of intracellular protein transport	131	0.1205008388206269	1.0
364	CC	GO:0005769	early endosome	131	0.1205008388206269	1.0
365	BP	GO:1901214	regulation of neuron death	133	0.1222373703413222	1.0
366	BP	GO:0006935	chemotaxis	134	0.12310451050440578	1.0
367	BP	GO:0048518	positive regulation of biological process	2687	0.12326357228726764	1.0
368	BP	GO:0042330	taxis	136	0.12483654241382124	1.0
369	BP	GO:0104004	cellular response to environmental stimulus	137	0.1257014352660602	1.0
370	BP	GO:0071214	cellular response to abiotic stimulus	137	0.1257014352660602	1.0
371	BP	GO:0006874	cellular calcium ion homeostasis	138	0.1265655801291143	1.0
372	BP	GO:1903362	regulation of cellular protein catabolic process	139	0.12742897755574778	1.0
373	CC	GO:0098978	glutamatergic synapse	140	0.12829162809684513	1.0
374	BP	GO:0065008	regulation of biological quality	1345	0.12869751411397828	1.0
375	BP	GO:0055074	calcium ion homeostasis	141	0.1291535323085741	1.0
376	BP	GO:0043933	protein-containing complex subunit organization	658	0.12952818477836942	1.0
377	CC	GO:0030667	secretory granule membrane	142	0.13001469074328603	1.0
378	BP	GO:0030036	actin cytoskeleton organization	144	0.13173477249628826	1.0
379	BP	GO:1903829	positive regulation of cellular protein localization	146	0.1334518777815782	1.0
380	BP	GO:0031346	positive regulation of cell projection organization	147	0.13430931562662488	1.0
381	BP	GO:0051222	positive regulation of protein transport	147	0.13430931562662488	1.0
382	BP	GO:0072503	cellular divalent inorganic cation homeostasis	149	0.13602196447989132	1.0
383	BP	GO:0032956	regulation of actin cytoskeleton organization	149	0.13602196447989132	1.0
384	BP	GO:1904951	positive regulation of establishment of protein localization	156	0.14199291149488438	1.0
385	CC	GO:0030054	cell junction	696	0.1422361372365395	1.0
386	BP	GO:0072507	divalent inorganic cation homeostasis	157	0.14284294947603368	1.0
387	BP	GO:0090066	regulation of anatomical structure size	157	0.14284294947603368	1.0
388	CC	GO:0098552	side of membrane	161	0.14623573721931107	1.0
389	BP	GO:0032970	regulation of actin filament-based process	162	0.14708209584273402	1.0
390	BP	GO:0030029	actin filament-based process	162	0.14708209584273402	1.0
391	BP	GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	164	0.14877261094566466	1.0
392	BP	GO:0050794	regulation of cellular process	4669	0.14924986743876745	1.0
393	BP	GO:0032940	secretion by cell	165	0.14961676851554226	1.0
394	BP	GO:0050789	regulation of biological process	4859	0.15249883506375939	1.0
395	BP	GO:0006897	endocytosis	169	0.15298607830107838	1.0
396	BP	GO:0050804	modulation of chemical synaptic transmission	169	0.15298607830107838	1.0
397	BP	GO:0099177	regulation of trans-synaptic signaling	169	0.15298607830107838	1.0
398	BP	GO:0007166	cell surface receptor signaling pathway	728	0.15318222100341458	1.0
399	MF	GO:0030674	protein-macromolecule adaptor activity	172	0.1555053893670059	1.0
400	BP	GO:0001819	positive regulation of cytokine production	177	0.15968967265067732	1.0
401	BP	GO:0009605	response to external stimulus	748	0.16012792175888235	1.0
402	BP	GO:0052548	regulation of endopeptidase activity	178	0.16052434891448245	1.0
403	BP	GO:0010817	regulation of hormone levels	179	0.16135829964053064	1.0
404	CC	GO:0005874	microtubule	182	0.16385580401887503	1.0
405	BP	GO:0019538	protein metabolic process	1495	0.16403346457048118	1.0
406	CC	GO:0031982	vesicle	1497	0.1645281855703989	1.0
407	BP	GO:0140352	export from cell	183	0.16468685801022098	1.0
408	BP	GO:2001233	regulation of apoptotic signaling pathway	184	0.16551718916323382	1.0
409	BP	GO:0052547	regulation of peptidase activity	185	0.16634679802503224	1.0
410	CC	GO:0005925	focal adhesion	186	0.16717568512363515	1.0
411	BP	GO:0006875	cellular metal ion homeostasis	188	0.16883129620686824	1.0
412	CC	GO:0030055	cell-substrate junction	189	0.1696580212640769	1.0
413	BP	GO:0043254	regulation of protein-containing complex assembly	192	0.1721338809418453	1.0
414	BP	GO:0051049	regulation of transport	785	0.17317140793773075	1.0
415	BP	GO:0009314	response to radiation	200	0.17870462082179422	1.0
416	BP	GO:0046903	secretion	206	0.18360268456378814	1.0
417	BP	GO:0050778	positive regulation of immune response	208	0.18522968261621975	1.0
418	BP	GO:0042176	regulation of protein catabolic process	210	0.18685384282108777	1.0
419	BP	GO:0030335	positive regulation of cell migration	211	0.18766486005938618	1.0
420	BP	GO:0097435	supramolecular fiber organization	214	0.19009366666248334	1.0
421	MF	GO:0060090	molecular adaptor activity	214	0.19009366666248334	1.0
422	BP	GO:0030003	cellular cation homeostasis	216	0.1917093387730529	1.0
423	BP	GO:0055065	metal ion homeostasis	216	0.1917093387730529	1.0
424	BP	GO:2000147	positive regulation of cell motility	220	0.19493222450784015	1.0
425	BP	GO:0006873	cellular ion homeostasis	222	0.19653944657708813	1.0
426	BP	GO:0007167	enzyme linked receptor protein signaling pathway	222	0.19653944657708813	1.0
427	BP	GO:0051272	positive regulation of cellular component movement	223	0.19734200425230386	1.0
428	BP	GO:0009887	animal organ morphogenesis	223	0.19734200425230386	1.0
429	CC	GO:0016607	nuclear speck	225	0.19894501552101754	1.0
430	CC	GO:0005911	cell-cell junction	225	0.19894501552101754	1.0
431	BP	GO:0044089	positive regulation of cellular component biogenesis	227	0.20054522484620543	1.0
432	BP	GO:0040017	positive regulation of locomotion	227	0.20054522484620543	1.0
433	BP	GO:0051493	regulation of cytoskeleton organization	230	0.20294029438346983	1.0
434	BP	GO:0006355	regulation of transcription, DNA-templated	1671	0.20967557314058693	1.0
435	BP	GO:1903506	regulation of nucleic acid-templated transcription	1672	0.20994620883532333	1.0
436	BP	GO:2001141	regulation of RNA biosynthetic process	1673	0.21021696208823304	1.0
437	MF	GO:0003676	nucleic acid binding	1903	0.21124991830718226	1.0
438	BP	GO:0051223	regulation of protein transport	242	0.21245790587541258	1.0
439	BP	GO:0009987	cellular process	6158	0.21432951249798043	1.0
440	CC	GO:0031224	intrinsic component of membrane	1776	0.2147406700386004	1.0
441	BP	GO:0055080	cation homeostasis	246	0.2156082672666257	1.0
442	CC	GO:0016021	integral component of membrane	1712	0.21849943516824927	1.0
443	BP	GO:0098771	inorganic ion homeostasis	251	0.21953070848987272	1.0
444	BP	GO:0070201	regulation of establishment of protein localization	254	0.22187592580089363	1.0
445	BP	GO:0060627	regulation of vesicle-mediated transport	254	0.22187592580089363	1.0
446	CC	GO:0031966	mitochondrial membrane	256	0.2234359761866037	1.0
447	BP	GO:0055082	cellular chemical homeostasis	259	0.22577092034534998	1.0
448	CC	GO:0070062	extracellular exosome	944	0.23149593495824466	1.0
449	BP	GO:0120035	regulation of plasma membrane bounded cell projection organization	267	0.23196743179278462	1.0
450	CC	GO:1903561	extracellular vesicle	950	0.23375257491200485	1.0
451	CC	GO:0065010	extracellular membrane-bounded organelle	951	0.23412898551980815	1.0
452	CC	GO:0043230	extracellular organelle	951	0.23412898551980815	1.0
453	BP	GO:0050801	ion homeostasis	272	0.23581817655681409	1.0
454	BP	GO:0031344	regulation of cell projection organization	274	0.2373537377659334	1.0
455	BP	GO:0010638	positive regulation of organelle organization	279	0.2411808347229582	1.0
456	MF	GO:0004888	transmembrane signaling receptor activity	281	0.24270696175603879	1.0
457	BP	GO:1903827	regulation of cellular protein localization	287	0.2472692410552351	1.0
458	BP	GO:0001817	regulation of cytokine production	290	0.24954134848728066	1.0
459	BP	GO:0019725	cellular homeostasis	296	0.2540675670547941	1.0
460	BP	GO:0051129	negative regulation of cellular component organization	310	0.2645359687975483	1.0
461	CC	GO:0016020	membrane	3181	0.2744485437713149	1.0
462	CC	GO:0045202	synapse	324	0.27487559514688314	1.0
463	MF	GO:0019901	protein kinase binding	325	0.2756092482774083	1.0
464	BP	GO:0051171	regulation of nitrogen compound metabolic process	2625	0.27591991999276566	1.0
465	BP	GO:0006915	apoptotic process	330	0.2792677800572528	1.0
466	CC	GO:0005768	endosome	336	0.28363666872225135	1.0
467	BP	GO:0002684	positive regulation of immune system process	339	0.28581241009357294	1.0
468	BP	GO:0022607	cellular component assembly	1087	0.2859422599590507	1.0
469	CC	GO:0005634	nucleus	2694	0.28682859452743487	1.0
470	BP	GO:0012501	programmed cell death	347	0.2915861438872362	1.0
471	BP	GO:0006996	organelle organization	1102	0.29170946896116284	1.0
472	CC	GO:0043231	intracellular membrane-bounded organelle	4295	0.2925651948488878	1.0
473	BP	GO:0098542	defense response to other organism	352	0.2951739505300705	1.0
474	BP	GO:0032501	multicellular organismal process	1125	0.3005631820664177	1.0
475	BP	GO:0008219	cell death	361	0.3015919514223157	1.0
476	BP	GO:0018193	peptidyl-amino acid modification	361	0.3015919514223157	1.0
477	BP	GO:0050776	regulation of immune response	366	0.30513536405809155	1.0
478	MF	GO:0019900	kinase binding	368	0.3065483184148638	1.0
479	CC	GO:0070161	anchoring junction	371	0.30866303620787083	1.0
480	MF	GO:0038023	signaling receptor activity	374	0.310772109022616	1.0
481	MF	GO:0060089	molecular transducer activity	374	0.310772109022616	1.0
482	CC	GO:0099513	polymeric cytoskeletal fiber	377	0.312875549781478	1.0
483	BP	GO:0030334	regulation of cell migration	378	0.3135754473666642	1.0
484	BP	GO:0010629	negative regulation of gene expression	380	0.3149733713858655	1.0
485	MF	GO:0019904	protein domain specific binding	387	0.3198465084067467	1.0
486	BP	GO:0031329	regulation of cellular catabolic process	390	0.32192569228417034	1.0
487	BP	GO:0034622	cellular protein-containing complex assembly	399	0.3281299135974887	1.0
488	CC	GO:0099081	supramolecular polymer	405	0.332238413210025	1.0
489	CC	GO:0099512	supramolecular fiber	405	0.332238413210025	1.0
490	BP	GO:0040011	locomotion	411	0.3363249128740303	1.0
491	BP	GO:0032880	regulation of protein localization	411	0.3363249128740303	1.0
492	BP	GO:0048869	cellular developmental process	1224	0.3387247467413822	1.0
493	BP	GO:0032269	negative regulation of cellular protein metabolic process	415	0.33903707370821634	1.0
494	BP	GO:0051050	positive regulation of transport	423	0.34443231620463166	1.0
495	BP	GO:0048878	chemical homeostasis	424	0.3451040044006467	1.0
496	BP	GO:0051707	response to other organism	428	0.34778473926818854	1.0
497	CC	GO:0016604	nuclear body	428	0.34778473926818854	1.0
498	BP	GO:0006357	regulation of transcription by RNA polymerase II	1264	0.35411883370689057	1.0
499	BP	GO:0006950	response to stress	1278	0.3594975306763234	1.0
500	BP	GO:0051248	negative regulation of protein metabolic process	446	0.359729591102851	1.0
501	BP	GO:0010605	negative regulation of macromolecule metabolic process	1289	0.36371943722808914	1.0
502	BP	GO:0034641	cellular nitrogen compound metabolic process	1365	0.3674680717028865	1.0
503	BP	GO:0051726	regulation of cell cycle	458	0.3675860748571524	1.0
504	BP	GO:0009894	regulation of catabolic process	464	0.37148258679090235	1.0
505	MF	GO:0046872	metal ion binding	1769	0.38091164019201373	1.0
506	MF	GO:0043169	cation binding	1805	0.3847957537070952	1.0
507	BP	GO:0051252	regulation of RNA metabolic process	1819	0.3864055838762852	1.0
508	BP	GO:0044260	cellular macromolecule metabolic process	1833	0.38806956876448995	1.0
509	BP	GO:0006952	defense response	490	0.3881257865235124	1.0
510	BP	GO:0006955	immune response	497	0.39254021735871264	1.0
511	BP	GO:2000112	regulation of cellular macromolecule biosynthetic process	1872	0.3929824339072281	1.0
512	BP	GO:0010556	regulation of macromolecule biosynthetic process	1884	0.39457393765600834	1.0
513	BP	GO:0051130	positive regulation of cellular component organization	501	0.39505021638198906	1.0
514	BP	GO:0044419	biological process involved in interspecies interaction between organisms	503	0.39630180932261455	1.0
515	BP	GO:1901564	organonitrogen compound metabolic process	1905	0.3974466252658777	1.0
516	BP	GO:0019219	regulation of nucleobase-containing compound metabolic process	1930	0.4010079918782079	1.0
517	BP	GO:0043207	response to external biotic stimulus	512	0.40190598219323254	1.0
518	BP	GO:0031326	regulation of cellular biosynthetic process	1953	0.4044159910865559	1.0
519	BP	GO:0003008	system process	520	0.40684919975845574	1.0
520	BP	GO:0009889	regulation of biosynthetic process	1974	0.407634173230552	1.0
521	BP	GO:0009607	response to biotic stimulus	530	0.41297792438766734	1.0
522	CC	GO:0030659	cytoplasmic vesicle membrane	534	0.4154138553308418	1.0
523	CC	GO:0012506	vesicle membrane	544	0.4214650272940829	1.0
524	BP	GO:0051240	positive regulation of multicellular organismal process	545	0.42206711910597994	1.0
525	BP	GO:0009968	negative regulation of signal transduction	550	0.4250693614367061	1.0
526	BP	GO:0016192	vesicle-mediated transport	554	0.4274613208616909	1.0
527	CC	GO:0099080	supramolecular complex	561	0.43162630258214973	1.0
528	BP	GO:0042592	homeostatic process	562	0.43221913041981486	1.0
529	BP	GO:0010648	negative regulation of cell communication	587	0.4468650616104364	1.0
530	BP	GO:0048523	negative regulation of cellular process	2196	0.4470979797246581	1.0
531	BP	GO:0023057	negative regulation of signaling	589	0.4480223230189519	1.0
532	BP	GO:0009653	anatomical structure morphogenesis	592	0.44975424284248555	1.0
