MT-TF	ENSG00000210049
IQSEC3	ENSG00000262607
KIR3DX1	ENSG00000276033
LINC02403	ENSG00000262201
CEACAM4	ENSG00000274131
MICG	ENSG00000235714
GIHCG	ENSG00000262349
RNF39	ENSG00000236967
RN7SKP65	ENSG00000262776
LILRA6	ENSG00000275539
CEACAMP3	ENSG00000280470
ZNF90P2	ENSG00000236614
APBA2	ENSG00000276495
DDX11L8	ENSG00000272877
MUC21	ENSG00000231350
KIF26B	ENSG00000281216
PLEKHA3P1	ENSG00000274857
DNAJC19P2	ENSG00000281505
CEACAM21	ENSG00000278565
HCG15	ENSG00000224642
TRIM31-AS1	ENSG00000235722
TNF	ENSG00000228978
WASH8P	ENSG00000262435
OR11A1	ENSG00000232289
KIR3DP1	ENSG00000276912
MOG	ENSG00000234096
KIR2DL5A	ENSG00000274143
MUC20	ENSG00000281630
BTG3-AS1	ENSG00000281317
DNAJC19P3	ENSG00000281659
BTG3	ENSG00000281484
SDHAP2	ENSG00000281418
LINC01480	ENSG00000280540
CEACAM7	ENSG00000280501
TBX22	ENSG00000277800
VSTM1	ENSG00000275577
FCAR	ENSG00000275564
PTPRN2	ENSG00000282185
HERC2	ENSG00000276802
MBOAT7	ENSG00000275118
WHAMMP2	ENSG00000282540
OSCAR	ENSG00000275644
ABCB10P3	ENSG00000282479
GOLGA8G	ENSG00000277090
C22orf15	ENSG00000273579
KIR2DL1	ENSG00000274926
FAM20C	ENSG00000282147
CABIN1	ENSG00000281670
TSEN34	ENSG00000274796
CXADRP2	ENSG00000274439
LINC02203	ENSG00000280555
MUC20	ENSG00000274843
MAMDC2-AS1	ENSG00000277409
SMARCB1	ENSG00000275837
MAMDC2	ENSG00000278608
LONRF2P4	ENSG00000281208
PRH2	ENSG00000272803
U6	ENSG00000275304
HERC2P1	ENSG00000282567
GP6	ENSG00000275633
OCA2	ENSG00000277361
OR4M2B	ENSG00000278776
GRAMD4P6	ENSG00000281718
LILRA6	ENSG00000277177
NBEAP4	ENSG00000281804
NF1P9	ENSG00000281688
U2	ENSG00000274806
TAS2R30	ENSG00000262111
TAS2R19	ENSG00000263028
TTYH1	ENSG00000276887
POTEB3	ENSG00000278699
TAS2R8	ENSG00000272712
TAS2R7	ENSG00000273326
NDUFA3	ENSG00000276061
TAS2R50	ENSG00000273431
TFPT	ENSG00000276323
TAS2R43	ENSG00000262612
TAS2R14	ENSG00000261984
NDUFA3	ENSG00000276220
TAS2R9	ENSG00000273086
RDH13	ENSG00000276826
TAS2R45	ENSG00000261936
TAS2R31	ENSG00000263097
TAS2R13	ENSG00000273457
TAS2R46	ENSG00000262525
TAS2R20	ENSG00000273092
MBOAT7	ENSG00000278322
TAS2R15P	ENSG00000273144
PRR4	ENSG00000263247
ZFP57	ENSG00000227858
OR2H5P	ENSG00000229469
OR5V1	ENSG00000242289
RPL5P32	ENSG00000282545
GPR53P	ENSG00000227576
U6	ENSG00000275809
OR2J2	ENSG00000225550
U6	ENSG00000273624
NLRP2	ENSG00000275796
KIR2DP1	ENSG00000276468
PDCD6IPP2	ENSG00000282655
TMEM183AP1	ENSG00000225305
HLA-DRB9	ENSG00000227384
MSH5-SAPCD1	ENSG00000264619
SDHAP2	ENSG00000281237
ABCB10P4	ENSG00000282004
MIF	ENSG00000276701
GOLGA8M	ENSG00000278186
DLGAP2-AS1	ENSG00000282643
NSMCE3	ENSG00000282130
DLGAP2	ENSG00000274161
HERC2P9	ENSG00000282417
RPS9	ENSG00000278270
HLA-G	ENSG00000276051
DERL3	ENSG00000274437
RPL41P2	ENSG00000282105
KIR3DL2	ENSG00000277709
KIR3DL3	ENSG00000276875
GOLGA8F	ENSG00000278310
KSR1P1	ENSG00000282764
IGKV1OR10-1	ENSG00000282178
SMIM10L1	ENSG00000262986
TAS2R64P	ENSG00000263083
PABPC1P8	ENSG00000282372
TRBV11-1	ENSG00000282711
TAS2R10	ENSG00000272805
TRBV7-6	ENSG00000282704
U2	ENSG00000274202
CNOT3	ENSG00000274176
TRBV10-1	ENSG00000282618
TAS2R63P	ENSG00000263158
TRBV5-2	ENSG00000282236
TRBV7-4	ENSG00000282756
TRBV5-5	ENSG00000282577
TRBV11-3	ENSG00000282242
TRBV1	ENSG00000282423
LILRB5	ENSG00000273991
TRBV19	ENSG00000282621
TRBV12-4	ENSG00000282354
Metazoa_SRP	ENSG00000276439
TRBV7-1	ENSG00000282225
CHRFAM7A	ENSG00000275917
TRBV25-1	ENSG00000281963
TRBV17	ENSG00000282483
SERPINF1	ENSG00000282307
TRBV5-3	ENSG00000282148
TRBV7-9	ENSG00000281943
TRBV5-7	ENSG00000282748
OR10A3	ENSG00000273953
TRBV27	ENSG00000282234
RPL32P1	ENSG00000231580
OR2J1	ENSG00000234305
TRBV7-2	ENSG00000282506
OR5P2	ENSG00000276025
DDX39BP1	ENSG00000235697
TRBV21-1	ENSG00000282462
OR5E1P	ENSG00000280497
SLC2A11	ENSG00000275744
HCG4P8	ENSG00000277480
SCARF1	ENSG00000276336
OR5P3	ENSG00000278253
TRPV5	ENSG00000274348
DHX16	ENSG00000227222
OR10A6	ENSG00000276451
NLRP10	ENSG00000276780
LENG1	ENSG00000276774
LINC01596	ENSG00000281377
U6	ENSG00000277419
HSP90AA4P	ENSG00000281610
ARHGAP11B	ENSG00000274734
LINC01262	ENSG00000280513
TARM1	ENSG00000275384
TARM1	ENSG00000276145
FRG1-DT	ENSG00000281787
RPS9	ENSG00000274626
MBOAT7	ENSG00000277025
U6	ENSG00000278379
Metazoa_SRP	ENSG00000273839
U1	ENSG00000274208
U8	ENSG00000276367
Y_RNA	ENSG00000276932
Y_RNA	ENSG00000277980
ARHGAP11A	ENSG00000275568
PCGF7P	ENSG00000275641
ZNF729	ENSG00000279552
NAIP	ENSG00000278613
ZNF676	ENSG00000276219
HLA-K	ENSG00000233964
CNOT3	ENSG00000276082
HSPA1B	ENSG00000232804
ZNF92P2	ENSG00000274875
MTDHP5	ENSG00000279661
VN1R85P	ENSG00000280210
BNIP3P31	ENSG00000279984
GABBR1	ENSG00000232569
BNIP3P30	ENSG00000279350
TRBV12-5	ENSG00000282605
TRBJ2-2P	ENSG00000282589
PRSS3P3	ENSG00000282303
TRBJ1-6	ENSG00000281957
TRBJ1-5	ENSG00000282215
TRBV11-2	ENSG00000282436
TRBV20-1	ENSG00000282064
TFPT	ENSG00000276504
TRBV10-2	ENSG00000282007
PHLDA2	ENSG00000274538
SCGB1C2	ENSG00000277730
LLCFC1	ENSG00000275821
LENG8	ENSG00000274305
RDH13	ENSG00000273944
TRBV9	ENSG00000282204
PRSS3P1	ENSG00000282295
LINC02091	ENSG00000282365
CARS1	ENSG00000278191
TRBC1	ENSG00000281981
TRBJ2-1	ENSG00000282488
TSEN34	ENSG00000274672
IGKV1D-8	ENSG00000281078
RPH3AL	ENSG00000262334
PRSS59P	ENSG00000282170
TLCD2	ENSG00000275246
IGKV3D-7	ENSG00000275777
TRPM1	ENSG00000274965
TRPV6	ENSG00000276971
IGKV1OR2-118	ENSG00000280572
WDR81	ENSG00000276021
GP6	ENSG00000276065
CNOT3	ENSG00000274616
IGLV3-31	ENSG00000281493
IGLV1-40	ENSG00000274575
SLC39A11	ENSG00000282291
ATP9B	ENSG00000274273
KIR3DX1	ENSG00000275918
SALL3	ENSG00000263310
ASH2LP1	ENSG00000281502
KIR3DX1	ENSG00000276848
LL22NC03-63E9.3	ENSG00000281296
LINC01896	ENSG00000262280
IGLV3-30	ENSG00000281031
LILRP2	ENSG00000278795
LENG1	ENSG00000278516
TRBV6-7	ENSG00000282470
IGLV1-44	ENSG00000274854
PRSS2	ENSG00000282049
TRBV7-3	ENSG00000282203
RPS9	ENSG00000274646
IGLV3-32	ENSG00000280866
TRBV18	ENSG00000282771
LAIR1	ENSG00000274110
MOXD2P	ENSG00000282809
ZNF280B	ENSG00000277421
NDUFB9P1	ENSG00000279830
PRSS1	ENSG00000274247
LILRB2	ENSG00000275463
TAF9	ENSG00000276463
LENG1	ENSG00000275935
IGLVI-38	ENSG00000280941
IGLV2-34	ENSG00000281055
VSTM1	ENSG00000276363
TRBV23-1	ENSG00000282449
RPH3AL-AS1	ENSG00000263267
IGLV5-37	ENSG00000281471
SLC43A2	ENSG00000278550
TRBV5-4	ENSG00000282466
PRSS3P2	ENSG00000282667
IGLV7-43	ENSG00000278293
DOC2B	ENSG00000272670
OR6V1	ENSG00000277378
OR9P1P	ENSG00000282335
IGLVVII-41-1	ENSG00000281074
PGBD4P1	ENSG00000282270
TRBJ1-4	ENSG00000282273
IGLVI-42	ENSG00000281361
MGAM2	ENSG00000278563
IGLV1-41	ENSG00000281565
IGLV1-36	ENSG00000273737
LILRA3	ENSG00000278046
LINC02887	ENSG00000282235
ZNF280A	ENSG00000275499
U6	ENSG00000277660
RAD17	ENSG00000276618
LAIR2	ENSG00000274084
NCF4-AS1	ENSG00000281093
NCF4	ENSG00000275990
IGLV2-33	ENSG00000281345
IGLV5-45	ENSG00000281145
LILRA5	ENSG00000275404
PATL2	ENSG00000282077
OR9A2	ENSG00000273914
TRIM69	ENSG00000278211
TRBV13	ENSG00000282407
TRBV28	ENSG00000282812
TRBJ2-2	ENSG00000282272
LILRB4	ENSG00000278555
PRAME	ENSG00000275013
RPS9	ENSG00000275323
EPHB6	ENSG00000275482
ATP6V1G3	ENSG00000263014
PVALB	ENSG00000274665
OSCAR	ENSG00000276982
LILRB5	ENSG00000274311
GRK1	ENSG00000281988
TMEM255B	ENSG00000282107
LINC00552	ENSG00000282664
PTPRC	ENSG00000262418
TJP1	ENSG00000277401
MYOM2	ENSG00000274137
RILP	ENSG00000274145
NLRP7	ENSG00000276804
SORD2P	ENSG00000282195
LILRA6	ENSG00000275584
MIR22HG	ENSG00000282800
B2M	ENSG00000273686
CDC42EP5	ENSG00000273622
KIR3DP1	ENSG00000273880
TFPT	ENSG00000275086
NCR1	ENSG00000273535
IGKV1OR2-118	ENSG00000281668
MTRNR2L6	ENSG00000282017
TRBV6-5	ENSG00000277110
TRBV14	ENSG00000282252
TRBV12-1	ENSG00000282760
TRBV4-2	ENSG00000282285
TRBV5-1	ENSG00000282803
PRPF8	ENSG00000274442
TRBJ2-6	ENSG00000282154
KRT31	ENSG00000262993
TRBV7-7	ENSG00000282179
NLRP7	ENSG00000274571
DDT	ENSG00000275003
TRBV2	ENSG00000282568
MGAM	ENSG00000282607
NDUFA3	ENSG00000273642
TBC1D3P7	ENSG00000262591
KRT33A	ENSG00000261986
KIR2DL2	ENSG00000275960
NLRP2	ENSG00000275843
Y_RNA	ENSG00000207390
Y_RNA	ENSG00000273845
U1	ENSG00000273636
KCNQ1	ENSG00000282076
KRT37	ENSG00000263022
KCNQ1-AS1	ENSG00000282343
KRTAP16-1	ENSG00000263186
GSTT1	ENSG00000277656
KRT34	ENSG00000262045
TRBV16	ENSG00000282415
TRBVB	ENSG00000282047
KBTBD11-OT1	ENSG00000282334
TRBV6-1	ENSG00000281970
NAP1L4	ENSG00000273562
PRSS58	ENSG00000276785
HLA-DOB	ENSG00000243612
SALL3	ENSG00000277015
KRTAP17-1	ENSG00000263341
KBTBD11-AS1	ENSG00000282053
PEBP1P3	ENSG00000262210
LILRA2	ENSG00000274000
KBTBD11	ENSG00000273645
IGLV7-35	ENSG00000280825
GOLGA8J	ENSG00000278119
KRT33B	ENSG00000263012
TRBV24-1	ENSG00000282730
TRBJ2-7	ENSG00000282392
TRBJ1-3	ENSG00000282500
LINC01896	ENSG00000282765
KIR2DL3	ENSG00000277924
Metazoa_SRP	ENSG00000276120
TRBVA	ENSG00000281972
U8	ENSG00000275394
TRBV26	ENSG00000281968
GREM1	ENSG00000276886
OR6W1P	ENSG00000274360
ATP9B	ENSG00000282266
TRBV4-1	ENSG00000282014
LILRA1	ENSG00000277398
ARHGEF10	ENSG00000274726
TRBC2	ENSG00000276849
Metazoa_SRP	ENSG00000278003
TRBV8-1	ENSG00000281952
OR2H2	ENSG00000224319
TRBV22-1	ENSG00000282036
TRBV10-3	ENSG00000282340
HCG17	ENSG00000236729
TRBJ1-1	ENSG00000282078
TRBJ2-3	ENSG00000282371
TRBV7-5	ENSG00000282709
HLA-DRB3	ENSG00000230463
TRBJ2-5	ENSG00000282820
TRBV5-6	ENSG00000282098
MIF-AS1	ENSG00000281335
TRBV12-2	ENSG00000282326
TRBV6-4	ENSG00000282240
TRBJ1-2	ENSG00000281989
GSTT2	ENSG00000277897
TRBD1	ENSG00000282253
U6	ENSG00000276847
KIR3DP1	ENSG00000278157
FAN1	ENSG00000276787
TRBJ2-4	ENSG00000282380
TRBV6-2	ENSG00000282719
TRBV30	ENSG00000282297
LILRB4	ENSG00000278279
TRBV12-3	ENSG00000282208
TRBV3-1	ENSG00000282624
TRBV8-2	ENSG00000282529
WBP1LP1	ENSG00000282492
TRBV6-8	ENSG00000282134
TRBV29-1	ENSG00000282628
TRBV6-6	ENSG00000282459
NLRP7	ENSG00000278173
TRBV15	ENSG00000282497
KIR2DP1	ENSG00000276503
CHCHD10	ENSG00000273607
KEL	ENSG00000276615
SCG5	ENSG00000277614
PRPF31	ENSG00000275885
GSTT4	ENSG00000281748
MTMR10	ENSG00000277086
LILRB2	ENSG00000276146
U6	ENSG00000277262
DDTL	ENSG00000275758
Metazoa_SRP	ENSG00000275257
KIF5C	ENSG00000276734
KLF13	ENSG00000275746
ZNF251	ENSG00000278062
MMP11	ENSG00000275365
Y_RNA	ENSG00000278470
Metazoa_SRP	ENSG00000277167
Metazoa_SRP	ENSG00000276152
Metazoa_SRP	ENSG00000273660
U8	ENSG00000275648
Metazoa_SRP	ENSG00000278115
Metazoa_SRP	ENSG00000278118
Y_RNA	ENSG00000275698
SERPINF2	ENSG00000276838
NDUFA3	ENSG00000277722
U6	ENSG00000275752
CNOT3	ENSG00000277615
TRIM26BP	ENSG00000249434
CEP72-DT	ENSG00000280978
LAIR2	ENSG00000275819
NCR3	ENSG00000236315
CEP72	ENSG00000280688
LRRC37A2	ENSG00000274332
MUC6	ENSG00000277281
SLC9A3	ENSG00000281861
GSTT2B	ENSG00000278695
KIR2DP1	ENSG00000278169
LENG1	ENSG00000278257
RN7SL105P	ENSG00000273968
TFPT	ENSG00000276022
LENG9	ENSG00000274495
MUC2	ENSG00000278466
NLRP2	ENSG00000277060
RN7SL268P	ENSG00000277187
TSBP1-AS1	ENSG00000235135
TAMM41	ENSG00000279643
DDX39BP2	ENSG00000235809
AGPAT1	ENSG00000236873
MAPT-IT1	ENSG00000281284
MAPT	ENSG00000276155
RDH13	ENSG00000278284
CNOT3	ENSG00000277114
LINC01238	ENSG00000281213
GP6	ENSG00000277439
NLRP7	ENSG00000275483
CDK7	ENSG00000277273
LINC02688	ENSG00000281524
LINC01880	ENSG00000280943
MARK2P14	ENSG00000266576
NUP210P2	ENSG00000265773
CUBNP2	ENSG00000273495
AP2A2	ENSG00000281385
Metazoa_SRP	ENSG00000266381
MARCHF8	ENSG00000278545
CDKN1C	ENSG00000273707
VSTM1	ENSG00000276066
KIR3DL3	ENSG00000278729
OR6D1P	ENSG00000274650
ANKRD30BP3	ENSG00000275985
HLA-DRA	ENSG00000277263
OR13A1	ENSG00000277495
CARS1-AS1	ENSG00000282355
COX6CP18	ENSG00000282441
ALOX5	ENSG00000275565
SLC22A18	ENSG00000276130
KIR2DP1	ENSG00000277286
KIR3DP1	ENSG00000276041
LILRB3	ENSG00000277816
NLRP2	ENSG00000278682
LILRB4	ENSG00000276042
LINC00588	ENSG00000282106
NLRP2	ENSG00000273992
Y_RNA	ENSG00000262104
Y_RNA	ENSG00000273770
LINC01606	ENSG00000282395
RNU6-1025P	ENSG00000276186
MUC20	ENSG00000275501
NLRP2	ENSG00000274638
TSEN34	ENSG00000278712
MBOAT7	ENSG00000274194
CNOT3	ENSG00000274941
MUC20-OT1	ENSG00000280512
U6	ENSG00000278101
SLC22A18AS	ENSG00000274454
GAL3ST2	ENSG00000276126
RPS9	ENSG00000277079
KCNQ1DN	ENSG00000278855
NEU4	ENSG00000277926
RPL13AP	ENSG00000224053
MRPS16P3	ENSG00000280782
U2	ENSG00000276711
U1	ENSG00000275205
SNORA54	ENSG00000273525
APOL5	ENSG00000277390
PPP1R11	ENSG00000233314
KIR3DL2	ENSG00000275566
TARM1	ENSG00000273875
MROH5	ENSG00000282181
PLEKHM1	ENSG00000277111
GP6	ENSG00000275931
RBFOX2	ENSG00000277564
LENG1	ENSG00000276628
LINC01300	ENSG00000282594
NDUFA3	ENSG00000276766
HNRNPA1P38	ENSG00000282315
PTP4A3	ENSG00000275575
GTF2H2	ENSG00000275045
OSCAR	ENSG00000278378
RNU6-1207P	ENSG00000275615
TNXB	ENSG00000229341
TRIM15	ENSG00000235259
OR2J3	ENSG00000233636
RPS17P1	ENSG00000228840
OR5V1	ENSG00000243441
GPR20	ENSG00000275181
MICD	ENSG00000230745
ARHGAP27	ENSG00000276836
OR2G1P	ENSG00000231320
OR14J1	ENSG00000234100
WASF5P	ENSG00000234980
GPI	ENSG00000282019
PTMAP1	ENSG00000223851
HLA-V	ENSG00000224736
TMC4	ENSG00000274384
VSTM1	ENSG00000277607
RDH13	ENSG00000276341
OR11A1	ENSG00000237258
LY6G6F	ENSG00000239741
KRT18P53	ENSG00000281050
RPP21	ENSG00000241779
TSEN34	ENSG00000274078
KIR3DL3	ENSG00000276196
TMEM183AP1	ENSG00000224241
PPP2R3B	ENSG00000273850
PSORS1C1	ENSG00000231094
RPS9	ENSG00000277359
HLA-T	ENSG00000226727
OR2W1	ENSG00000228652
LINC00685	ENSG00000280741
LINC01237	ENSG00000280686
PPP1R11	ENSG00000236560
FABP5P13	ENSG00000280935
KRT18P53	ENSG00000280844
MBOAT7	ENSG00000278519
PPP2R3B	ENSG00000276438
LILRP1	ENSG00000273740
KIR2DL4	ENSG00000274609
FAM240C	ENSG00000281553
LILRB5	ENSG00000277414
KIR3DL1	ENSG00000274036
ERMARD	ENSG00000276187
NLRP7	ENSG00000277179
RTP5	ENSG00000277949
HSPA1L	ENSG00000226704
PDCD1	ENSG00000276977
MUC4	ENSG00000275164
RPL7P4	ENSG00000226494
TRIM31-AS1	ENSG00000237050
PRRT1	ENSG00000238056
RPL7AP7	ENSG00000233465
LTB	ENSG00000223448
IFITM4P	ENSG00000229942
ZNF90P2	ENSG00000232997
OR11A1	ENSG00000223898
OR2B3	ENSG00000226832
SDHAP2	ENSG00000280912
HLA-G	ENSG00000233095
OSCAR	ENSG00000278533
Metazoa_SRP	ENSG00000276895
GARRE1	ENSG00000282735
OR2B3	ENSG00000231319
LINC01556	ENSG00000231041
MCCD1	ENSG00000225228
TMPOP1	ENSG00000233700
FLOT1	ENSG00000223654
PSMB9	ENSG00000239836
MBOAT7	ENSG00000273592
OR2AD1P	ENSG00000236070
KANSL1	ENSG00000275867
UBQLN1P1	ENSG00000223560
FABP5P13	ENSG00000280877
UQCRHP1	ENSG00000238126
OR10C1	ENSG00000230505
HLA-DQB2	ENSG00000230675
GP6	ENSG00000278670
TC2N	ENSG00000276776
PPP1R18	ENSG00000230341
GABBR1	ENSG00000237051
LILRA6	ENSG00000274148
TFPT	ENSG00000276263
NEU1	ENSG00000228691
TAF4	ENSG00000280529
KANSL1-AS1	ENSG00000281569
CDH4	ENSG00000280641
KIR3DL1	ENSG00000275545
LRRC37A	ENSG00000278742
HCG14	ENSG00000237010
LILRA5	ENSG00000274914
MAS1LP1	ENSG00000237544
HCG4	ENSG00000228706
SUMO2P1	ENSG00000235666
TARM1	ENSG00000277178
MDC1-AS1	ENSG00000236522
ZNRD1ASP	ENSG00000196299
LINC02825	ENSG00000276226
PPIAP9	ENSG00000230616
SAPCD1	ENSG00000227861
GAPDHP26	ENSG00000282008
SPACA7	ENSG00000275865
LINC00242	ENSG00000280868
TAP1	ENSG00000227816
LINC00574	ENSG00000281305
LRRC37A3	ENSG00000275621
BAAT	ENSG00000276559
APOM	ENSG00000235754
DYNLT2	ENSG00000275368
LILRB1	ENSG00000274669
SPPL2C	ENSG00000277106
RPS7P11	ENSG00000282052
CES1P1	ENSG00000281948
CATSPERB	ENSG00000274338
LINC02210	ENSG00000282171
MCCC2	ENSG00000275300
TUBGCP3	ENSG00000282003
CES5A	ENSG00000261972
FYTTD1P1	ENSG00000282345
TRMT112P4	ENSG00000282406
PLPPR1	ENSG00000276539
LINC01070	ENSG00000282647
LINC01043	ENSG00000282706
KANSL1-AS1	ENSG00000282799
LINC01044	ENSG00000282737
CEP170	ENSG00000276725
C4B_2	ENSG00000233312
MAPK8IP1P2	ENSG00000282351
NSFP1	ENSG00000282733
WNT3	ENSG00000277641
ARMC10	ENSG00000282813
DND1P1	ENSG00000282614
MDC1-AS1	ENSG00000231860
CHCHD2P2	ENSG00000275346
UBD	ENSG00000226898
SPPL2C	ENSG00000278194
ARHGAP27	ENSG00000276907
GTF2H2C_2	ENSG00000274675
LTB	ENSG00000231314
MAPT-AS1	ENSG00000281578
KIR2DL2	ENSG00000274412
ARL17B	ENSG00000275748
TSEN34	ENSG00000274129
RPL23AP95	ENSG00000282063
DPY19L2P2	ENSG00000282026
POLR3GP1	ENSG00000281924
KIR3DL3	ENSG00000278723
NANOGP7	ENSG00000276238
BTNL2	ENSG00000226127
U3	ENSG00000274581
DLGAP2-AS1	ENSG00000282020
LAIR2	ENSG00000277335
DLGAP2	ENSG00000282318
VARS1	ENSG00000231116
TAS2R20	ENSG00000282612
KIR2DS4	ENSG00000274921
NSF	ENSG00000278174
SMIM10L1	ENSG00000281930
LENG8	ENSG00000276458
NAPEPLD	ENSG00000275723
TAS2R30	ENSG00000274699
KIR2DS4	ENSG00000276634
PRB1	ENSG00000282673
CLN8	ENSG00000278220
RDH13	ENSG00000276684
RPS9	ENSG00000274950
TAS2R50	ENSG00000276167
TAS2R19	ENSG00000278307
PRB3	ENSG00000275624
CLN8-AS1	ENSG00000282481
KIR3DP1	ENSG00000274498
KIR3DL2	ENSG00000273911
TAS2R42	ENSG00000273505
TAS2R64P	ENSG00000282079
TAS2R9	ENSG00000273713
PRH2	ENSG00000275679
CES1	ENSG00000262243
TTYH1	ENSG00000276537
CRYZP1	ENSG00000282789
TAS2R7	ENSG00000274327
MAPK8IP1P1	ENSG00000281283
HNRNPA1P2	ENSG00000237295
RDM1P2	ENSG00000281797
STK19	ENSG00000236250
SDHAP2	ENSG00000281334
NSFP1	ENSG00000280810
PRR4	ENSG00000282269
LILRB3	ENSG00000275019
STH	ENSG00000281139
5S_rRNA	ENSG00000283454
Metazoa_SRP	ENSG00000278357
Metazoa_SRP	ENSG00000277055
Metazoa_SRP	ENSG00000278553
MAPT-IT1	ENSG00000282620
FCAR	ENSG00000274580
AKT3	ENSG00000275199
MUC20-OT1	ENSG00000282953
CRHR1	ENSG00000278232
RN7SKP117	ENSG00000276134
WNT9B	ENSG00000276799
SAPCD1-AS1	ENSG00000236912
UBDP1	ENSG00000237421
HLA-DPB2	ENSG00000226071
SLC5A8	ENSG00000262217
RNF5	ENSG00000223767
TAS2R31	ENSG00000282256
TAS2R8	ENSG00000277316
MAPT-AS1	ENSG00000282067
TAS2R13	ENSG00000277254
PRB4	ENSG00000274839
LINC02210-CRHR1	ENSG00000282456
MAPK8IP1P1	ENSG00000282723
ANO4	ENSG00000262139
LRRC37A4P	ENSG00000282331
TAS2R43	ENSG00000282537
PRH1	ENSG00000277823
NSF	ENSG00000276262
LSM2	ENSG00000224979
HLA-DQB1-AS1	ENSG00000238226
U6	ENSG00000261867
TAS2R10	ENSG00000277238
RPS27P14	ENSG00000274567
TRIM39	ENSG00000226437
TAS2R14	ENSG00000276541
RPP21	ENSG00000239927
MARVELD2	ENSG00000274671
LY6L	ENSG00000282693
TAS2R15P	ENSG00000276217
TAS2R63P	ENSG00000282293
LY6H	ENSG00000274488
TAS2R46	ENSG00000278111
ADAM2	ENSG00000276286
OR2H1	ENSG00000229125
HSPA1A	ENSG00000235941
LINC02904	ENSG00000278812
EGFL8	ENSG00000240389
PLEKHM1	ENSG00000276358
LINC01347	ENSG00000280534
SDCCAG8	ENSG00000276111
BDP1	ENSG00000273873
LST1	ENSG00000230791
RXRB	ENSG00000231321
KIR2DL3	ENSG00000274952
LY6E	ENSG00000278032
TSEN34	ENSG00000278605
Y_RNA	ENSG00000274754
Y_RNA	ENSG00000275775
Metazoa_SRP	ENSG00000275574
WNT3	ENSG00000277626
BDH1	ENSG00000275544
RPH3AL-AS1	ENSG00000275886
CRHR1	ENSG00000276191
LILRP1	ENSG00000276447
LILRP2	ENSG00000276976
TUBB	ENSG00000224156
LILRB1-AS1	ENSG00000275274
RPH3AL	ENSG00000282013
LILRB3	ENSG00000274587
TARM1	ENSG00000275806
VSTM1	ENSG00000274887
MTCO2P32	ENSG00000281511
CLIC1	ENSG00000226651
LINC01347	ENSG00000280994
LPCAT1	ENSG00000275079
MUC20	ENSG00000276583
RNU6-747P	ENSG00000277580
LENG9	ENSG00000278312
HLA-V	ENSG00000206507
TSEN34	ENSG00000278622
TSBP1	ENSG00000236672
MUC4	ENSG00000277585
LINC01015	ENSG00000224446
MICC	ENSG00000236727
HLA-DMB	ENSG00000242092
MAS1LP1	ENSG00000229889
CLPTM1L	ENSG00000274811
ZFP57	ENSG00000223852
NDUFA3	ENSG00000275605
LY6E-DT	ENSG00000282681
OSCAR	ENSG00000277088
ADAM9	ENSG00000282230
AK3P2	ENSG00000282669
RPL13AP	ENSG00000227961
OCLN	ENSG00000273814
OR12D3	ENSG00000242022
GSDMD	ENSG00000278718
HLA-V	ENSG00000229529
GNL1	ENSG00000229470
LINC01149	ENSG00000226768
MCCD1P2	ENSG00000229034
LENG1	ENSG00000277808
PSMB9	ENSG00000243958
LYPLA2P1	ENSG00000217281
HLA-DPA2	ENSG00000234260
HLA-T	ENSG00000232988
RDH13	ENSG00000274418
TRIM40	ENSG00000224496
TSBP1	ENSG00000206245
TMC4	ENSG00000277789
U6	ENSG00000275889
U6	ENSG00000276339
TFPT	ENSG00000278161
ADAM32	ENSG00000275594
SERF1B	ENSG00000278839
MAS1LP1	ENSG00000229136
VSTM1	ENSG00000275962
GNL1	ENSG00000206412
ATAT1	ENSG00000234549
MRPS18B	ENSG00000233813
MCCD1P2	ENSG00000236203
GP6	ENSG00000278316
PSMB8	ENSG00000230669
CCDC125	ENSG00000277868
LINC01511	ENSG00000281736
TRARG1	ENSG00000280938
NXN	ENSG00000280563
SLC6A3	ENSG00000276996
HLA-W	ENSG00000234849
HCG4B	ENSG00000231941
YWHAE	ENSG00000274474
HCG27	ENSG00000234079
ZC3H3	ENSG00000282684
OR12D1	ENSG00000249103
LILRA3	ENSG00000276175
PYCR3	ENSG00000276657
NRM	ENSG00000236843
HCG18	ENSG00000235727
APBA1	ENSG00000276497
OR2AD1P	ENSG00000225567
AZU1	ENSG00000278624
MAS1L	ENSG00000206470
OR2H2	ENSG00000206467
LAIR1	ENSG00000276053
ATAT1	ENSG00000231257
PRTN3	ENSG00000277804
MSH5	ENSG00000233345
NAIPP4	ENSG00000277219
CDC42EP5	ENSG00000273633
ABR	ENSG00000278741
LINC02197	ENSG00000275192
MBOAT7	ENSG00000276935
PLPPR3	ENSG00000282283
ETF1P1	ENSG00000224108
HLA-P	ENSG00000261134
OR2U1P	ENSG00000237366
ARL17B	ENSG00000276276
HMGN1P12	ENSG00000274138
ZNF311	ENSG00000223687
EEF1D	ENSG00000273594
GPR53P	ENSG00000237811
ABHD16A	ENSG00000231488
DDR1-DT	ENSG00000231444
CFL1P5	ENSG00000275282
MED16	ENSG00000282092
ADAM18	ENSG00000278548
AK6	ENSG00000279247
BRD2	ENSG00000234704
LINC00533	ENSG00000249032
OR2U2P	ENSG00000226844
LINC01556	ENSG00000237634
PSORS1C1	ENSG00000235487
RPS17P1	ENSG00000232302
