GO root	GO id	GO name	value	pval
BP	GO:0051345	positive regulation of hydrolase activity	263	0.01711396716236137
BP	GO:0009719	response to endogenous stimulus	427	0.017158315855425276
BP	GO:0045787	positive regulation of cell cycle	190	0.01718721935227564
BP	GO:1900180	regulation of protein localization to nucleus	68	0.017286305806375184
BP	GO:0050710	negative regulation of cytokine secretion	25	0.017330384193178238
BP	GO:0046626	regulation of insulin receptor signaling pathway	25	0.017330384193178238
BP	GO:0061098	positive regulation of protein tyrosine kinase activity	25	0.017330384193178238
BP	GO:0045893	positive regulation of transcription, DNA-templated	589	0.018025249272881284
BP	GO:0051239	regulation of multicellular organismal process	1003	0.018240800642215817
BP	GO:0048638	regulation of developmental growth	127	0.018543215466117778
BP	GO:0035113	embryonic appendage morphogenesis	26	0.01868076082585945
BP	GO:1900076	regulation of cellular response to insulin stimulus	26	0.01868076082585945
BP	GO:0030326	embryonic limb morphogenesis	26	0.01868076082585945
BP	GO:0051155	positive regulation of striated muscle cell differentiation	26	0.01868076082585945
BP	GO:0051129	negative regulation of cellular component organization	269	0.018972072045293574
BP	GO:0051223	regulation of protein transport	271	0.019621729316689242
BP	GO:0042981	regulation of apoptotic process	605	0.020103968812040927
BP	GO:0030155	regulation of cell adhesion	274	0.020625214007925392
BP	GO:0044092	negative regulation of molecular function	355	0.020630547928420912
BP	GO:0022603	regulation of anatomical structure morphogenesis	355	0.020630547928420912
BP	GO:0043067	regulation of programmed cell death	610	0.020858675416231674
BP	GO:0030307	positive regulation of cell growth	73	0.020881792964401156
BP	GO:0010469	regulation of signaling receptor activity	201	0.02147433973279128
BP	GO:2000677	regulation of transcription regulatory region DNA binding	28	0.021510686953364076
BP	GO:0055025	positive regulation of cardiac muscle tissue development	28	0.021510686953364076
BP	GO:0090316	positive regulation of intracellular protein transport	74	0.02164702311258396
BP	GO:0033135	regulation of peptidyl-serine phosphorylation	74	0.02164702311258396
BP	GO:0050671	positive regulation of lymphocyte proliferation	74	0.02164702311258396
BP	GO:0090087	regulation of peptide transport	277	0.02166401245155225
BP	GO:1901360	organic cyclic compound metabolic process	1185	0.021757463058384732
BP	GO:0048518	positive regulation of biological process	1866	0.021930060600484844
BP	GO:0043406	positive regulation of MAP kinase activity	134	0.0221615035108029
BP	GO:0032946	positive regulation of mononuclear cell proliferation	75	0.02242767990149343
BP	GO:0043065	positive regulation of apoptotic process	280	0.02273869406437077
BP	GO:0035108	limb morphogenesis	29	0.02298875951255304
BP	GO:0042307	positive regulation of protein import into nucleus	29	0.02298875951255304
BP	GO:0060021	roof of mouth development	29	0.02298875951255304
BP	GO:0035107	appendage morphogenesis	29	0.02298875951255304
BP	GO:0043666	regulation of phosphoprotein phosphatase activity	29	0.02298875951255304
BP	GO:0070665	positive regulation of leukocyte proliferation	76	0.023223777469289657
BP	GO:0048639	positive regulation of developmental growth	76	0.023223777469289657
BP	GO:0051100	negative regulation of binding	76	0.023223777469289657
BP	GO:1903508	positive regulation of nucleic acid-templated transcription	626	0.023621863621453094
BP	GO:1902680	positive regulation of RNA biosynthetic process	627	0.023812552532184318
BP	GO:0043068	positive regulation of programmed cell death	283	0.023849816673725287
BP	GO:0048522	positive regulation of cellular process	1732	0.024070105728691688
BP	GO:0050789	regulation of biological process	2562	0.024185711689796996
BP	GO:1901701	cellular response to oxygen-containing compound	367	0.02440245220143505
BP	GO:0045666	positive regulation of neuron differentiation	138	0.024413196659691785
BP	GO:1904956	regulation of midbrain dopaminergic neuron differentiation	3	0.024460743655967697
BP	GO:0038026	reelin-mediated signaling pathway	3	0.024460743655967697
BP	GO:0030011	maintenance of cell polarity	3	0.024460743655967697
BP	GO:2001013	epithelial cell proliferation involved in renal tubule morphogenesis	3	0.024460743655967697
BP	GO:1904340	positive regulation of dopaminergic neuron differentiation	3	0.024460743655967697
BP	GO:0003307	regulation of Wnt signaling pathway involved in heart development	3	0.024460743655967697
BP	GO:0060029	convergent extension involved in organogenesis	3	0.024460743655967697
BP	GO:0072088	nephron epithelium morphogenesis	3	0.024460743655967697
BP	GO:0060027	convergent extension involved in gastrulation	3	0.024460743655967697
BP	GO:0060696	regulation of phospholipid catabolic process	3	0.024460743655967697
BP	GO:0021527	spinal cord association neuron differentiation	3	0.024460743655967697
BP	GO:1903753	negative regulation of p38MAPK cascade	3	0.024460743655967697
BP	GO:0072173	metanephric tubule morphogenesis	3	0.024460743655967697
BP	GO:0021794	thalamus development	3	0.024460743655967697
BP	GO:2000049	positive regulation of cell-cell adhesion mediated by cadherin	3	0.024460743655967697
BP	GO:0014029	neural crest formation	3	0.024460743655967697
BP	GO:0007379	segment specification	3	0.024460743655967697
BP	GO:0060394	negative regulation of pathway-restricted SMAD protein phosphorylation	3	0.024460743655967697
BP	GO:1902715	positive regulation of interferon-gamma secretion	3	0.024460743655967697
BP	GO:0014033	neural crest cell differentiation	3	0.024460743655967697
BP	GO:0098883	synapse pruning	3	0.024460743655967697
BP	GO:0006029	proteoglycan metabolic process	3	0.024460743655967697
BP	GO:0035630	bone mineralization involved in bone maturation	3	0.024460743655967697
BP	GO:0014834	skeletal muscle satellite cell maintenance involved in skeletal muscle regeneration	3	0.024460743655967697
BP	GO:0032079	positive regulation of endodeoxyribonuclease activity	3	0.024460743655967697
BP	GO:0031017	exocrine pancreas development	3	0.024460743655967697
BP	GO:2000047	regulation of cell-cell adhesion mediated by cadherin	3	0.024460743655967697
BP	GO:0042159	lipoprotein catabolic process	3	0.024460743655967697
BP	GO:1903726	negative regulation of phospholipid metabolic process	3	0.024460743655967697
BP	GO:0072078	nephron tubule morphogenesis	3	0.024460743655967697
BP	GO:0097035	regulation of membrane lipid distribution	3	0.024460743655967697
BP	GO:0036015	response to interleukin-3	3	0.024460743655967697
BP	GO:1902949	positive regulation of tau-protein kinase activity	3	0.024460743655967697
BP	GO:0003306	Wnt signaling pathway involved in heart development	3	0.024460743655967697
BP	GO:0009101	glycoprotein biosynthetic process	3	0.024460743655967697
BP	GO:1904958	positive regulation of midbrain dopaminergic neuron differentiation	3	0.024460743655967697
BP	GO:0036016	cellular response to interleukin-3	3	0.024460743655967697
BP	GO:1902523	positive regulation of protein K63-linked ubiquitination	3	0.024460743655967697
BP	GO:0001843	neural tube closure	30	0.024507934416692568
BP	GO:1904591	positive regulation of protein import	30	0.024507934416692568
BP	GO:0009059	macromolecule biosynthetic process	837	0.024839874815576354
BP	GO:0034976	response to endoplasmic reticulum stress	79	0.02570480662145425
BP	GO:0044087	regulation of cellular component biogenesis	371	0.025762232793358694
BP	GO:0008286	insulin receptor signaling pathway	31	0.026067494036294252
BP	GO:0050848	regulation of calcium-mediated signaling	31	0.026067494036294252
BP	GO:0060606	tube closure	31	0.026067494036294252
BP	GO:0040014	regulation of multicellular organism growth	31	0.026067494036294252
BP	GO:0043087	regulation of GTPase activity	141	0.026191486329787118
BP	GO:0012501	programmed cell death	290	0.026587193165049806
BP	GO:0043254	regulation of protein complex assembly	213	0.026906140225831
BP	GO:0032774	RNA biosynthetic process	692	0.02753711064977861
BP	GO:0045913	positive regulation of carbohydrate metabolic process	32	0.027666728935613588
BP	GO:0043388	positive regulation of DNA binding	32	0.027666728935613588
BP	GO:0030510	regulation of BMP signaling pathway	32	0.027666728935613588
BP	GO:0014910	regulation of smooth muscle cell migration	32	0.027666728935613588
BP	GO:0051094	positive regulation of developmental process	525	0.02767031524726096
BP	GO:0043085	positive regulation of catalytic activity	532	0.028725958553348918
BP	GO:1902531	regulation of intracellular signal transduction	712	0.028846054637898202
BP	GO:0050807	regulation of synapse organization	83	0.02922930572959894
BP	GO:0001837	epithelial to mesenchymal transition	33	0.029304937794100785
BP	GO:0045778	positive regulation of ossification	33	0.029304937794100785
BP	GO:0090068	positive regulation of cell cycle process	146	0.02932814770178036
BP	GO:0010720	positive regulation of cell development	219	0.029931105827161984
BP	GO:0051130	positive regulation of cellular component organization	542	0.03047927588875119
BP	GO:0008219	cell death	300	0.030860127001913498
BP	GO:0045597	positive regulation of cell differentiation	385	0.03094441560176739
BP	GO:0070201	regulation of establishment of protein localization	301	0.031311471690806766
BP	GO:0007283	spermatogenesis	86	0.03203480307215393
BP	GO:0048232	male gamete generation	86	0.03203480307215393
BP	GO:0021819	layer formation in cerebral cortex	4	0.03248591029243922
BP	GO:0032077	positive regulation of deoxyribonuclease activity	4	0.03248591029243922
BP	GO:0061051	positive regulation of cell growth involved in cardiac muscle cell development	4	0.03248591029243922
BP	GO:0099172	presynapse organization	4	0.03248591029243922
BP	GO:0034111	negative regulation of homotypic cell-cell adhesion	4	0.03248591029243922
BP	GO:0006983	ER overload response	4	0.03248591029243922
BP	GO:0003344	pericardium morphogenesis	4	0.03248591029243922
BP	GO:0060536	cartilage morphogenesis	4	0.03248591029243922
BP	GO:0099054	presynapse assembly	4	0.03248591029243922
BP	GO:0048539	bone marrow development	4	0.03248591029243922
BP	GO:0048642	negative regulation of skeletal muscle tissue development	4	0.03248591029243922
BP	GO:0090129	positive regulation of synapse maturation	4	0.03248591029243922
BP	GO:0090178	regulation of establishment of planar polarity involved in neural tube closure	4	0.03248591029243922
BP	GO:0090331	negative regulation of platelet aggregation	4	0.03248591029243922
BP	GO:0021904	dorsal/ventral neural tube patterning	4	0.03248591029243922
BP	GO:1902713	regulation of interferon-gamma secretion	4	0.03248591029243922
BP	GO:0042074	cell migration involved in gastrulation	4	0.03248591029243922
BP	GO:0048596	embryonic camera-type eye morphogenesis	4	0.03248591029243922
BP	GO:0090009	primitive streak formation	4	0.03248591029243922
BP	GO:0090179	planar cell polarity pathway involved in neural tube closure	4	0.03248591029243922
BP	GO:0071374	cellular response to parathyroid hormone stimulus	4	0.03248591029243922
BP	GO:0034144	negative regulation of toll-like receptor 4 signaling pathway	4	0.03248591029243922
BP	GO:0032075	positive regulation of nuclease activity	4	0.03248591029243922
BP	GO:1902947	regulation of tau-protein kinase activity	4	0.03248591029243922
BP	GO:0072202	cell differentiation involved in metanephros development	4	0.03248591029243922
BP	GO:0034141	positive regulation of toll-like receptor 3 signaling pathway	4	0.03248591029243922
BP	GO:0045664	regulation of neuron differentiation	224	0.03261416565514165
BP	GO:0006006	glucose metabolic process	35	0.03269551222659582
BP	GO:0048636	positive regulation of muscle organ development	35	0.03269551222659582
BP	GO:0030516	regulation of axon extension	35	0.03269551222659582
BP	GO:0045844	positive regulation of striated muscle tissue development	35	0.03269551222659582
BP	GO:0051336	regulation of hydrolase activity	390	0.032959991748839505
BP	GO:0045931	positive regulation of mitotic cell cycle	87	0.03300077302025296
BP	GO:0045935	positive regulation of nucleobase-containing compound metabolic process	745	0.033081173376178497
BP	GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	225	0.033168727471102825
BP	GO:1901863	positive regulation of muscle tissue development	36	0.03444651504860873
BP	GO:0042306	regulation of protein import into nucleus	36	0.03444651504860873
BP	GO:0061097	regulation of protein tyrosine kinase activity	36	0.03444651504860873
BP	GO:0010660	regulation of muscle cell apoptotic process	36	0.03444651504860873
BP	GO:0031328	positive regulation of cellular biosynthetic process	754	0.03469341902745007
BP	GO:2001235	positive regulation of apoptotic signaling pathway	89	0.03497879188733484
BP	GO:0019318	hexose metabolic process	37	0.03623376617550458
BP	GO:0031346	positive regulation of cell projection organization	156	0.0362603698061911
BP	GO:0071495	cellular response to endogenous stimulus	312	0.03657307952985822
BP	GO:0048513	animal organ development	399	0.0368147969733724
BP	GO:0009891	positive regulation of biosynthetic process	767	0.0373759515979249
BP	GO:1904589	regulation of protein import	38	0.03805660372224285
BP	GO:0009952	anterior/posterior pattern specification	38	0.03805660372224285
BP	GO:0048762	mesenchymal cell differentiation	38	0.03805660372224285
